-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,7,7,7,7,7,7,7,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,29,117,29,29,29,29,29,29,29,29,29,30,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,116,117,117,117,117,117,117,117,117,117,117,117,118,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,116,117,117,117,117,117,117,117,117,117,117,117,118,0,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,117,117,117,1073741943,1073741919,1073741919,1073741919,1073741919,1073741919,1073741944,117,118,12,14,-1,-1
94,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1073741918,1073741919,1073741919,1073741919,1073741920,-1,-1,-1,-1,-1,1073741918,1073741919,1073741920,-1,-1,-1,-1
116,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,118,-1,-1,-1,-1,94,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1
116,118,-1,-1,-1,-1,116,118,-1,-1,-1,-1,-1,94,95,95,95,95,95,95,95,95,95,95,95,95,96,-1,-1,-1
116,118,-1,-1,-1,-1,116,118,-1,-1,-1,-1,-1,116,117,139,139,139,139,139,139,139,139,139,139,139,140,-1,-1,-1
116,118,-1,-1,-1,-1,116,118,-1,-1,-1,-1,-1,116,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,96
116,118,0,0,0,0,116,118,0,0,0,0,0,116,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,118
116,119,95,95,95,95,120,119,95,95,95,95,95,120,119,95,95,95,95,95,95,95,95,95,95,95,95,95,120,118
138,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,140
