-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,96
-1,-1,-1,-1,-1,-1,94,95,95,96,-1,-1,116,117,117,117,117,139,139,139,139,139,139,139,139,139,139,139,139,140
-1,-1,-1,94,95,95,95,117,117,118,-1,-1,116,-2147483531,117,117,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,95,95,120,117,117,117,139,139,140,-1,-1,138,-2147483509,-2147483509,-2147483531,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
138,139,139,117,117,117,118,-1,-1,-1,-1,-1,-1,-1,-1,-2147483530,119,95,96,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1
-1,-1,-1,138,139,117,118,-1,-1,-1,-1,-1,-1,-1,-1,-2147483530,-2147483531,139,140,-1,-1,-1,12,13,13,14,-1,-1,-1,-1
-1,-1,-1,-1,-1,116,119,95,95,96,-1,-1,94,-2147483553,-2147483553,-2147483529,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,-1
-1,-1,-1,-1,-1,116,117,117,117,118,-1,-1,116,117,139,139,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
94,95,96,-1,-1,116,117,139,139,140,-1,-1,138,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,117,118,-1,-1,116,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,117,118,-1,-1,116,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14
116,117,118,-1,-1,116,119,95,95,96,-1,-1,94,-2147483553,-2147483553,95,96,-1,-1,-1,-1,-1,-1,94,96,-1,-1,-1,-1,-1
116,117,118,-1,-1,138,139,139,139,140,-1,-1,138,-2147483509,-2147483509,117,118,-1,-1,-1,-1,-1,-1,116,118,-1,-1,-1,-1,-1
116,117,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,118,-1,-1,-1,-1,-1,-1,116,118,-1,-1,-1,-1,-1
116,117,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,116,118,0,0,0,0,0,0,116,118,0,0,0,0,0
116,117,119,95,95,95,95,95,95,95,95,95,95,95,95,120,119,95,95,95,95,95,95,120,119,95,95,95,95,96
138,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,140
