-1,-1,-1,-1,-1,-1,-1,0,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2147483640,-2147483642,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,32,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,30,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,-1,-1,50,29,30,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,28,-2147483616,8,-1,-1,-1,-1
-1,-1,-1,6,8,-1,-1,-1,28,30,-1,-1,-1,6,8,-1,-1,-1,6,8,-1,-1,-1,28,-2147483619,52,-1,-1,-1,0
-1,-1,-1,28,-2147483616,-2147483642,-1,-1,28,30,0,-1,-1,28,30,-1,-1,-1,28,30,-1,-1,-1,28,30,-1,-1,-1,-1,94
-1,-1,-1,28,-2147483619,52,-1,-1,28,-2147483616,8,-1,-1,28,30,-1,-1,6,32,30,-1,-1,6,32,30,-1,-1,34,-1,116
-1,-1,-1,28,30,-1,-1,0,28,-2147483619,52,-1,-1,28,30,-1,-1,50,29,30,-1,-1,50,29,30,-1,-1,-1,-1,116
-1,-1,0,28,30,-1,-1,6,32,30,-1,-1,-1,28,30,-1,-1,-1,28,30,-1,-1,-1,28,30,-1,-1,-1,-1,116
6,7,7,32,30,-1,-1,50,29,30,-1,-1,0,28,30,-1,-1,-1,28,-2147483616,8,-1,-1,116,118,34,-1,-1,-1,116
28,29,29,29,30,0,-1,-1,28,30,-1,-1,6,32,-2147483616,8,-1,-1,116,117,140,-1,-1,116,118,-1,-1,-1,-1,116
28,29,29,29,-2147483616,-2147483642,-1,-1,28,30,-1,-1,116,117,117,140,-1,-1,116,118,-1,-1,-1,116,118,-1,-1,-1,0,116
28,29,29,29,-2147483619,52,-1,-1,116,119,95,95,120,117,118,-1,-1,-1,116,118,-1,-1,-1,116,118,-1,-1,-1,94,120
28,29,29,29,30,-1,-1,-1,1073741918,-1073741729,-1073741729,-1073741729,-1073741729,-1073741729,1073741920,-1,-1,-1,1073741918,1073741920,-1,-1,-1,1073741918,1073741920,-1,-1,-1,1073741918,1073741920
116,117,117,117,118,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,117,117,117,118,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
116,117,117,117,119,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,96
138,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,140
